4.454896957411066298e-04,1.733086290002704838e-02,5.408143999375170530e-04,8.884024465838923773e-03
4.914364782461484553e-04,1.726379690194780950e-02,6.427015919236547022e-04,7.071360137894677073e-03
5.635226287984440889e-04,1.762465460000944839e-02,6.915784999591778831e-04,7.607864029766757408e-03
4.767579850081484676e-04,2.465958632858798391e-02,8.513965475729145605e-04,6.827936159199082464e-03
4.759331015412132616e-04,1.971293889650672926e-02,1.015965605323512419e-03,1.107438038534989261e-02
3.226054904574154631e-04,1.675105812151259435e-02,4.861012498622585554e-04,6.915066599837397729e-03
3.220211266573835547e-04,1.750237583046529086e-02,4.733397652434296341e-04,6.021907071951789966e-03
3.238117592782482597e-04,1.475060345282539799e-02,4.511067963903769851e-04,4.909110831443725016e-03
6.800097499794431058e-04,1.535383535990452776e-02,4.978324627632330340e-04,5.670367185351079045e-03
3.688778065757019925e-04,1.794690297759776385e-02,nan,1.008739785911457777e-02
6.082110321976967604e-04,2.086225151042212997e-02,1.307083767409663927e-03,6.555235269785505969e-03
5.202072629333251387e-04,1.880537341244761101e-02,1.070498810574798277e-03,7.313065369534460861e-03
5.867010635166292586e-04,2.627519036964851701e-02,5.344309000065549774e-04,9.216851787862127832e-03
3.249139238940425127e-04,2.796044703522261934e-02,1.249804907063154814e-03,5.090885000003803236e-03
6.991594691714423434e-04,2.300634553890235426e-02,4.825508500614107948e-04,nan
