2.349999999999999645e+00,3.549999999999995381e+00,1.550000000000000711e+00,4.449999999999992184e+00
3.499999999999995559e+00,5.149999999999989697e+00,2.499999999999999112e+00,7.299999999999982059e+00
6.649999999999984368e+00,3.299999999999996270e+00,4.049999999999993605e+00,1.015000000000000924e+01
6.649999999999984368e+00,3.549999999999995381e+00,4.249999999999992895e+00,7.899999999999979927e+00
1.680000000000010374e+01,3.435000000000018616e+01,9.550000000000000711e+00,3.755000000000000426e+01
5.249999999999989342e+00,9.099999999999994316e+00,2.449999999999999289e+00,6.049999999999986500e+00
1.110000000000002274e+01,2.040000000000015490e+01,1.155000000000002913e+01,2.020000000000015206e+01
5.449999999999988631e+00,2.699999999999998401e+00,2.999999999999997335e+00,4.499999999999992006e+00
5.849999999999987210e+00,3.799999999999994493e+00,3.399999999999995914e+00,7.599999999999980993e+00
5.304999999999912319e+01,9.604999999999668603e+01,nan,2.525000000000022382e+01
4.699999999999991296e+00,7.299999999999982059e+00,2.200000000000000178e+00,3.199999999999996625e+00
7.849999999999980105e+00,1.690000000000010516e+01,4.799999999999990941e+00,9.249999999999996447e+00
3.199999999999996625e+00,4.649999999999991473e+00,1.550000000000000711e+00,3.349999999999996092e+00
4.649999999999991473e+00,7.149999999999982592e+00,2.200000000000000178e+00,3.199999999999996625e+00
2.115000000000016556e+01,5.144999999999921414e+01,1.405000000000006466e+01,nan
